timestamp,byterate,packNum
1521118842.455009080,4.51741E+8,450
1521118842.456011161,2.74418E+8,349
1521118842.457013078,3.01760E+8,363
1521118842.458007060,3.21757E+8,380
1521118842.459006786,2.72887E+8,353
1521118842.460014984,3.46324E+8,363
1521118842.461011365,3.67609E+8,405
1521118842.462007172,4.34432E+8,465
1521118842.463006683,5.15241E+8,509
1521118842.464006878,4.15736E+8,434
1521118842.465008937,3.57917E+8,408
1521118842.466007717,3.85463E+8,419
1521118842.467006058,4.57112E+8,511
1521118842.468006007,4.60308E+8,493
1521118842.469008401,3.73538E+8,396
1521118842.470007017,3.26374E+8,370
1521118842.471008390,3.36257E+8,402
1521118842.472008094,4.04194E+8,425
1521118842.473015532,3.00278E+8,369
1521118842.474006146,3.23218E+8,393
1521118842.475017585,3.41115E+8,396
1521118842.476009235,3.04958E+8,368
1521118842.477007829,4.14015E+8,468
1521118842.478008263,3.65141E+8,443
1521118842.479010709,3.68375E+8,417
1521118842.480006255,4.02826E+8,432
1521118842.481008157,4.25177E+8,421
1521118842.482010871,3.59915E+8,400
1521118842.483007051,4.01446E+8,417
1521118842.484006464,4.51872E+8,458
1521118842.485006213,3.38102E+8,358
1521118842.486006811,3.67601E+8,397
1521118842.487006240,2.16652E+8,309
1521118842.488008887,4.41822E+8,451
1521118842.489014991,3.28615E+8,401
1521118842.490006201,2.39384E+8,332
1521118842.491008371,3.68928E+8,417
1521118842.492006719,3.24635E+8,359
1521118842.493006200,3.97450E+8,470
1521118842.494007893,3.63257E+8,412
1521118842.495007403,2.48735E+8,301
1521118842.496008739,2.30358E+8,328
1521118842.497011296,3.94558E+8,418
1521118842.498007111,4.12777E+8,449
1521118842.499006122,4.39732E+8,471
1521118842.500011407,3.14784E+8,364
1521118842.501006439,2.55153E+8,326
1521118842.502009302,3.44743E+8,392
1521118842.503011435,4.27652E+8,464
1521118842.504007101,3.76144E+8,410
1521118842.505008429,5.00479E+8,508
1521118842.506007917,3.27749E+8,390
1521118842.507010348,4.16790E+8,454
1521118842.508006401,5.18572E+8,529
1521118842.509010397,3.64697E+8,440
1521118842.510007985,3.15815E+8,340
1521118842.511008546,2.05494E+8,306
1521118842.512006618,2.46593E+8,300
1521118842.513007820,3.37368E+8,409
1521118842.514006354,2.88370E+8,340
1521118842.515006162,4.27189E+8,462
1521118842.516006663,3.74349E+8,377
1521118842.517006800,4.69742E+8,487
1521118842.518006399,3.93954E+8,451
1521118842.519007839,5.31379E+8,524
1521118842.520007737,4.69837E+8,474
1521118842.521006793,6.10489E+8,594
1521118842.522006564,5.35552E+8,524
1521118842.523006260,4.68664E+8,482
1521118842.524006829,5.17366E+8,517
1521118842.525014333,2.96141E+8,366
1521118842.526006199,2.97119E+8,382
1521118842.527006954,2.43160E+8,296
1521118842.528011501,3.66661E+8,422
1521118842.529006816,2.87662E+8,344
1521118842.530010596,3.15166E+8,373
1521118842.531006448,2.89684E+8,363
1521118842.532006383,3.32056E+8,402
1521118842.533014297,2.84744E+8,344
1521118842.534006447,3.06650E+8,381
1521118842.535006471,4.27547E+8,470
1521118842.536011636,3.39413E+8,405
1521118842.537006848,3.66801E+8,426
1521118842.538011722,2.77775E+8,353
1521118842.539007798,2.56185E+8,350
1521118842.540007636,3.04689E+8,387
1521118842.541006871,4.54021E+8,463
1521118842.542006277,3.40685E+8,379
1521118842.543007024,3.68024E+8,434
1521118842.544006795,3.62613E+8,414
1521118842.545012213,3.65659E+8,415
1521118842.546007752,3.80363E+8,427
1521118842.547010332,3.53739E+8,393
1521118842.548006371,4.87999E+8,503
1521118842.549007408,3.75009E+8,408
1521118842.550007977,3.02206E+8,372
1521118842.551007733,3.20182E+8,344
1521118842.552006423,3.61407E+8,409
1521118842.553007431,4.59305E+8,477
1521118842.554013044,5.66628E+8,560
1521118842.555006094,2.71279E+8,348
1521118842.556014232,2.86882E+8,386
1521118842.557005994,3.62143E+8,424
1521118842.558009356,3.17082E+8,367
1521118842.559007458,2.11101E+8,307
1521118842.560007714,2.41301E+8,323
1521118842.561006092,2.80641E+8,346
1521118842.562006354,2.80220E+8,337
1521118842.563010469,3.79154E+8,416
1521118842.564009003,3.47152E+8,414
1521118842.565006487,2.53498E+8,344
1521118842.566011377,3.57537E+8,422
1521118842.567011423,4.32831E+8,470
1521118842.568006441,4.72408E+8,506
1521118842.569008425,3.66997E+8,394
1521118842.570007890,3.35406E+8,369
1521118842.571006961,4.11463E+8,413
1521118842.572007231,4.76007E+8,489
1521118842.573006839,4.13963E+8,460
1521118842.574007057,4.23334E+8,438
1521118842.575006865,4.95787E+8,524
